"","auction_house","city","idd","exhibition","artist","title","price","sold","avg_estimate","area","year_created","auction_lot","auction_date","rate_sold_before","avg_price_sold_before","num_artworks","avg_price_sold","num_artists","sale_rate","volatility_before","volatility","skew_before","skew","medium","artist_median_price","artist_volume","artist_lots_sold","lot_position","caliber"
"1128","Christie's New York Rockefeller Center","New York","038c0862685146da85c5b07ea81db1ea","post-war & contemporary art evening sale 11/12/2014","Kazuo Shiraga","BB56",5179963,1,4255463,1955.7225,1961,0.268292682926829,"11/12/2014",0.954545454545455,18405944,1,12098098,42,0.903614457831325,24069890.2682129,15465374.8348784,1.79655303637423,2.84323647473905,"oil / canvas",1115260,15,0.789473684210526,"Early","Major"
"1129","Christie's New York Rockefeller Center","New York","20a128bd473d44daad4bf60265642407","post-war & contemporary art evening sale 11/12/2014","Franz Josef Kline","King Oliver",28176488,1,31915977,7672.5,1958,0.280487804878049,"11/12/2014",0.956521739130435,17804763,1,12098098,42,0.903614457831325,23658634.1934784,15465374.8348784,1.87095847630914,2.84323647473905,"oil / canvas",202908,65,0.738636363636364,"Early","Major"
"1130","Christie's New York Rockefeller Center","New York","b6b32c55538c4bf38dae9848448a43a2","first open post-war contemporary art 03/07/2012","Larry Poons","Rook",47915,1,13690,5070.2875,1978,0.671875,"03/07/2012",0.783216783216783,79575,1,65064,159,0.783018867924528,109228.77010487,93555.6249474133,2.96045607719636,3.56652249912265,"acrylic / canvas",35724.5,42,0.823529411764706,"Late","Major"
"1131","Christie's New York Rockefeller Center","New York","5ed797537d454ce5905d40323e01a2b1","first open post-war contemporary art 03/07/2012","Jules Olitski","Saturnian",36963,1,32856,3654.24,1973,0.67578125,"03/07/2012",0.784722222222222,79295,2,65064,159,0.783018867924528,108778.079741005,93555.6249474133,2.9777696498253,3.56652249912265,"acrylic / canvas",31275,89,0.801801801801802,"Late","Major"
"1132","Christie's New York Rockefeller Center","New York","ff1c696abaf64b3981df97f6513d0e1f","first open post-war contemporary art 03/07/2012","Sam Lewis Francis","Untitled (Homage to Mark Rothko)",13690,1,13690,60.125,1979,0.68359375,"03/07/2012",0.780821917808219,78924,2,65064,159,0.783018867924528,108359.888358839,93555.6249474133,2.99494343129711,3.56652249912265,"acrylic / paper",112172,288,0.778378378378378,"Late","Major"
"1133","Christie's New York Rockefeller Center","New York","fe7d131050e24e65be6bbede53262bf9","post-war & contemporary art morning sale 11/16/2016","Alice Neel","Philodendron",569912,1,260233,4160,1970,0.337662337662338,"11/16/2016",0.5,680511,1,254765,72,0.798657718120805,553750,317964.761697903,0,2.43401954341516,"oil / canvas",297453,29,0.630434782608696,"Medium","Major"
"1134","Christie's New York Rockefeller Center","New York","a6cb458289ef40a988da2506e3e6359a","post-war and contemporary evening sale 05/13/2014","Mark Rothko","UNTITLED (Estimate upon Request)",69957671,1,0,6437.5,1952,0.430555555555556,"05/13/2014",0.931034482758621,14178962,2,11523379,42,0.928571428571429,20062801.4335179,18457806.4765347,2.01270532073821,2.6472224518882,"oil / canvas",4697223,47,0.854545454545454,"Medium","Major"
"1135","Christie's New York Rockefeller Center","New York","0db9596fa28e473a8dfaa37b34e17356","post-war and contemporary evening sale 05/13/2014","Barnett Benedict Newman","BLACK FIRE I (Estimate upon Request)",88881990,1,0,9576,1961,0.472222222222222,"05/13/2014",0.9375,15617138,1,11523379,42,0.928571428571429,21380509.6311779,18457806.4765347,1.80402124466932,2.6472224518882,"oil / canvas",4168221,11,1,"Medium","Major"
"1136","Christie's New York Rockefeller Center","New York","b4b2200b2f6a45899f8201d84f0561f9","post-war and contemporary evening sale 05/13/2014","Clyfford Still","PH-1033",18507180,1,18480779,7760.5,1976,0.486111111111111,"05/13/2014",0.939393939393939,17980521,1,11523379,42,0.928571428571429,24344069.7186009,18457806.4765347,1.6527545991235,2.6472224518882,"oil / canvas",16378796,12,0.8,"Medium","Major"
"1137","Christie's New York Rockefeller Center","New York","9ebc261d0b654ce4b49c11be1077456e","post-war and contemporary evening sale 05/13/2014","Willem de Kooning","UNTITLED XXXI",22351183,1,10560445,3240,1977,0.541666666666667,"05/13/2014",0.944444444444444,18200927,1,11523379,42,0.928571428571429,23524807.6168917,18457806.4765347,1.65293270643935,2.6472224518882,"oil / canvas",629396.5,210,0.734265734265734,"Medium","Major"
"1138","Christie's New York Rockefeller Center","New York","3f8513b9c63b4ce1a1176a68198ee80f","post-war and contemporary evening sale 05/13/2014","Richard Artschwager","SAILORS (4)",1272533,1,528022,2247.25,1966,0.722222222222222,"05/13/2014",0.938775510204082,14966033,1,11523379,42,0.928571428571429,21047850.6079269,18457806.4765347,2.08071819154045,2.6472224518882,"acrylic on celotex",50896,59,0.728395061728395,"Late","Major"
"1139","Christie's New York Rockefeller Center","New York","f54186e398ba459e9dcf2df0b58e2a68","post-war & contemporary art morning sale 11/16/2016","Wayne Thiebaud","Half Salmon",0,0,1040935,354.86,1961,0.720779220779221,"11/16/2016",0.866666666666667,366617,5,254765,72,0.798657718120805,385096.969552395,317964.761697903,1.71189972749313,2.43401954341516,"oil / canvas",501230,154,0.773869346733668,"Late","Major"
"1140","Christie's New York Rockefeller Center","New York","9e80f7a7a593446db53f6149089d1515","post-war & contemporary art morning sale 11/16/2016","Wayne Thiebaud","Girl in Striped Blouse",0,0,1301169,2380.68,1973,0.727272727272727,"11/16/2016",0.855263157894737,366617,5,254765,72,0.798657718120805,385096.969552395,317964.761697903,1.71189972749313,2.43401954341516,"oil / canvas",501230,154,0.773869346733668,"Late","Major"
"1141","Christie's New York Rockefeller Center","New York","43942745aa304286b1ecd45e090528ce","post-war & contemporary art morning sale 11/16/2016","Wayne Thiebaud","River Levee and Dock",307596,1,260233,118.56,1966,0.733766233766234,"11/16/2016",0.846153846153846,363428,5,254765,72,0.798657718120805,382965.786336746,317964.761697903,1.73603537479453,2.43401954341516,"oil / canvas",501230,154,0.773869346733668,"Late","Major"
"1142","Christie's New York Rockefeller Center","New York","55160148039643fab647be6fe184ace8","post-war and contemporary morning session 11/13/2013","Josef Albers","STUDY FOR HOMAGE TO THE SQUARE",587474,1,231755,576,1967,0.363013698630137,"11/13/2013",0.6,362904,4,380482,64,0.807692307692308,239594.564954123,448487.819024529,0.517884153518847,2.68830035072514,"oil / masonite",327504,119,0.901515151515151,"Medium","Major"
"1143","Christie's New York Rockefeller Center","New York","933aa75c68cf4772b90ff7a801f2482f","post-war and contemporary morning session 11/13/2013","Josef Albers","STUDY FOR HOMAGE TO THE SQUARE",289964,1,134741,576,1964,0.366438356164384,"11/13/2013",0.666666666666667,419046,4,380482,64,0.807692307692308,226256.90597195,448487.819024529,-0.0463839505183237,2.68830035072514,"oil / masonite",327504,119,0.901515151515151,"Medium","Major"
"1144","Christie's New York Rockefeller Center","New York","3597d8db3b4c4ed5a1e4848902733354","post-war & contemporary art morning session 11/16/2017","Philip Guston","Interior II",477168,1,407401,1170,1960,0.818181818181818,"11/16/2017",0.833333333333333,333355,9,503290,64,0.851351351351351,344685.215087622,656023.772812094,1.48856287743637,2.92290773393296,"oil on illustration board laid down on masonite",298001,80,0.776699029126214,"Late","Major"
"1145","Christie's New York Rockefeller Center","New York","8d4cd8a3a9494d6fb062fe7193030c7e","post-war & contemporary art evening sale 11/15/2016","Willem de Kooning","Untitled XXV",69042675,1,0,6776,1977,0.123076923076923,"11/15/2016",0.833333333333333,2504387,3,6122391,34,0.882352941176471,1073362.1196968,10230915.5738627,-0.269493361832645,4.76098998888244,"oil / canvas",629396.5,210,0.734265734265734,"Early","Major"
"1146","Christie's New York Rockefeller Center","New York","5c49cddc188545cdaae22da8465f72af","post-war & contemporary art evening sale 11/15/2016","Josef Albers","Homage to the Square",2006403,1,1092982,1600,1973,0.153846153846154,"11/15/2016",0.875,12321781,1,6122391,34,0.882352941176471,22275815.1347682,10230915.5738627,2.02958427842844,4.76098998888244,"oil / masonite",327504,119,0.901515151515151,"Early","Major"
"1147","Christie's New York Rockefeller Center","New York","62ae70f6a9114e69a7f203dd2e6731c6","post-war & contemporary art morning session 11/13/2014","Michael Goldberg","Untitled II",2127,1,4255,150.5,1962,0.374677002583979,"11/13/2014",0.939393939393939,257682,1,357927,93,0.841269841269841,354936.030688057,513130.421917344,2.29982840030317,3.28123544575296,"ink / paper",25037.5,40,0.754716981132076,"Medium","Major"
"1148","Christie's New York Rockefeller Center","New York","8a24c09695644c4fb94a8183724c742a","post-war & contemporary art evening sale 11/15/2017","Hans Hofmann","Lava",9026478,1,5092512,4320,1960,0.344827586206897,"11/15/2017",0.85,40021787,2,16705038,46,0.842105263157895,104261667.346706,64399004.6651041,3.57647666171042,6.37539856250578,"oil / canvas",92413,156,0.816753926701571,"Medium","Major"
"1149","Christie's New York Rockefeller Center","New York","6da963b9044a49419bfdc9161662b3c5","post-war & contemporary art evening sale 11/15/2017","Franz Josef Kline","Light Mechanic (estimate upon request)",20370050,1,0,6221.96,1960,0.362068965517241,"11/15/2017",0.857142857142857,38299825,1,16705038,46,0.842105263157895,101563633.448293,64399004.6651041,3.70263953891978,6.37539856250578,"oil / canvas",202908,65,0.738636363636364,"Medium","Major"
"1150","Christie's New York Rockefeller Center","New York","cc32be52c15c4e278a38baa3ddda7583","post-war & contemporary art evening sale 11/15/2017","Milton Clark Avery","Pale Field Dark Mountain",1601595,1,1527753,2151.6675,1959,0.482758620689655,"11/15/2017",0.857142857142857,30080432,1,16705038,46,0.842105263157895,89121207.4866862,64399004.6651041,4.36923606673871,6.37539856250578,"oil / canvas",23647,11,0.55,"Medium","Major"
"1151","Christie's New York Rockefeller Center","New York","00388e8bfdcf4e9788d5a8b36dafbec4","post-war & contemporary art evening sale 11/15/2017","Willem de Kooning","Composition I",5818195,1,5092512,523.25,1955,0.5,"11/15/2017",0.862068965517241,28941278,1,16705038,46,0.842105263157895,87492336.0112736,64399004.6651041,4.4701710952575,6.37539856250578,"oil / paper on board",629396.5,210,0.734265734265734,"Medium","Major"
"1152","Christie's New York Rockefeller Center","New York","5eda986df0644807bd79c4eff075cf7a","post-war & contemporary art evening sale 11/15/2017","Adolph Gottlieb","Brown Splash",2579357,1,1629604,6480,1970,0.517241379310345,"11/15/2017",0.866666666666667,28051929,1,16705038,46,0.842105263157895,85904312.7141094,64399004.6651041,4.57083165594907,6.37539856250578,"oil / canvas",205428,100,0.869565217391304,"Medium","Major"
"1153","Christie's New York Rockefeller Center","New York","095813194d3545af9a61323730c36a78","post-war & contemporary art evening sale 11/15/2017","Ellsworth Kelly","Diagonal with Curve VII",1846035,1,2037005,5590,1978,0.568965517241379,"11/15/2017",0.878787878787879,25461878,1,16705038,46,0.842105263157895,81685609.1491869,64399004.6651041,4.85683131743838,6.37539856250578,"oil on shaped canvas",303348,73,0.802197802197802,"Medium","Major"
"1154","Christie's New York Rockefeller Center","New York","2d69341f0cf74780aeadf3f31bbfb0dd","post-war & contemporary art evening sale 11/15/2017","Hans Hofmann","Enigma",2457137,1,4074010,3066,1963,0.603448275862069,"11/15/2017",0.885714285714286,23989529,2,16705038,46,0.842105263157895,79198441.9579193,64399004.6651041,5.03842361984317,6.37539856250578,"oil / canvas",92413,156,0.816753926701571,"Medium","Major"
"1155","Christie's New York Rockefeller Center","New York","29dc7c50231949c5920e2b5e86d4345f","post-war & contemporary art evening sale 11/15/2017","Jean Dubuffet","Vieille Reine et Courtisan",0,0,3055507,1578.375,1961,0.724137931034483,"11/15/2017",0.904761904761905,20516540,2,16705038,46,0.842105263157895,71909173.0727286,64399004.6651041,5.63010405117622,6.37539856250578,"oil / canvas",233981,276,0.904918032786885,"Late","Major"
"1156","Christie's New York Rockefeller Center","New York","5eb0e1f92a61444787a5a7db158d7146","post-war & contemporary art evening sale 11/15/2017","Ed Ruscha","Amphetamines Marble",1357154,1,1273128,480,1969,0.931034482758621,"11/15/2017",0.865384615384615,17583178,2,16705038,46,0.842105263157895,66420321.7443964,64399004.6651041,6.15984097908927,6.37539856250578,"oil / canvas",356299,191,0.805907172995781,"Late","Major"
"1157","Christie's New York Rockefeller Center","New York","e0a390b0bbf940cb8f83166ee7a963bd","post-war & contemporary evening sale 05/13/2015","Philip Guston","OCHRE PAINTING I",0,0,1320583,1321.26,1951,0.917647058823529,"05/13/2015",0.849315068493151,10683227,1,10240201,42,0.825,15586571.9683067,15200669.5381996,2.81553093552244,2.9278335789906,"oil / canvas",298001,80,0.776699029126214,"Late","Major"
"1158","Christie's New York Rockefeller Center","New York","863a34994c3f439e9d0af067e42f3f8a","post-war and contemporary morning session 05/14/2014","Norman Bluhm","Ghost Town",92403,1,89763,6972.125,1960,0.792899408284024,"05/14/2014",0.858333333333333,460407,2,370824,73,0.865384615384615,562213.035660659,514616.594486602,2.40469032098838,2.80766402077853,"oil / canvas",37447,81,0.835051546391753,"Late","Major"
"1159","Christie's New York Rockefeller Center","New York","214f09a3e2a14e5e9a26257ead04f9cb","post-war and contemporary morning session 05/14/2014","Kenneth Noland","Vine",182695,1,132005,2417.6875,1966,0.807692307692308,"05/14/2014",0.860655737704918,453083,2,370824,73,0.865384615384615,559056.80325262,514616.594486602,2.43099161271117,2.80766402077853,"acrylic / canvas",171282,121,0.846153846153846,"Late","Major"
"1160","Christie's New York Rockefeller Center","New York","f464c2bd798a4a1f9bb12072cfb60061","post-war and contemporary morning session 05/14/2014","Richard Anuszkiewicz","Red And Blue Portal",72603,1,36961,1737,1971,0.837278106508876,"05/14/2014",0.866141732283465,438083,1,370824,73,0.865384615384615,550157.160683605,514616.594486602,2.50352268226395,2.80766402077853,"acrylic / canvas",38868,73,0.858823529411765,"Late","Major"
"1161","Christie's New York Rockefeller Center","New York","45f19aa50fc64735b366ac9eae08ffc9","post-war and contemporary morning session 05/14/2014","Wojcieck (Voy) Fangor","M2",144678,1,105604,2304,1969,0.840236686390533,"05/14/2014",0.8671875,434790,1,370824,73,0.865384615384615,548648.743953305,514616.594486602,2.51627520060157,2.80766402077853,"oil / canvas",71191,34,0.85,"Late","Major"
"1162","Christie's New York Rockefeller Center","New York","8f22148d69684901b0b6e0a5fa68d6fb","post-war & contemporary morning sale 05/16/2013","David Park","Boy in Striped Shirt",1427674,1,754955,1800,1959,0.376093294460641,"05/16/2013",0.758620689655172,239962,2,359354,76,0.779591836734694,166166.658364625,396853.927564509,0.486823543084237,2.59470419256381,"oil / canvas",583237,11,0.733333333333333,"Medium","Major"
"1163","Christie's New York Rockefeller Center","New York","809ca91961374b19a40c54e69fa6cd3d","post-war & contemporary afternoon session 05/11/2016","Robert Ryman","""""""Untitled Surface Veil 19-11/16"""""""""""""""" x 19-11/16""""""",569947,1,732043,387.6961,1970,0.707317073170732,"05/11/2016",0,0,2,233840,66,0.729411764705882,0,223778.393172309,0,1.43815902624917,"oil / fiberglass",1387047,47,0.796610169491525,"Late","Major"
"1164","Christie's New York Rockefeller Center","New York","19a8f459c7bd459380611ef5a58ea90c","post-war & contemporary day sale session ii 05/14/2015","Philip Guston","Sleeper III",0,0,184881,1190,1960,0.938808373590982,"05/14/2015",0.798387096774194,453120,3,375621,55,0.814102564102564,488693.671762728,454107.468481235,2.0637635162721,2.39795154774447,"oil / paperboard",298001,80,0.776699029126214,"Late","Major"
"1165","Christie's New York Rockefeller Center","New York","c2655cb482814544b7f27c478a3e7e4c","post-war & contemporary day sale session ii 05/14/2015","Victor Vasarely","Athem",118852,1,89799,2763.75,1979,0.946859903381642,"05/14/2015",0.795275590551181,449900,2,375621,55,0.814102564102564,484471.359169562,454107.468481235,2.09383527923379,2.39795154774447,"oil / canvas",71544.5,130,0.828025477707006,"Late","Major"
"1166","Christie's New York Rockefeller Center","New York","72581c86ea5b457ebb1ae4c9ac12dd7d","post-war & contemporary day sale session ii 05/14/2015","Willem de Kooning","Untitled",72632,1,73952,172.5,1976,0.948470209339775,"05/14/2015",0.796875,446654,4,375621,55,0.814102564102564,483078.266036797,454107.468481235,2.10769889022005,2.39795154774447,"oil on newsprint",629396.5,210,0.734265734265734,"Late","Major"
"1167","Christie's New York Rockefeller Center","New York","99c48ba768304e9b9f7a9b30f9953bb0","post-war & contemporary day sale session ii 05/14/2015","Sam Lewis Francis","Untitled",105646,1,73952,875.655,1965,0.950080515297907,"05/14/2015",0.798449612403101,443023,5,375621,55,0.814102564102564,481979.252812182,454107.468481235,2.11909330326563,2.39795154774447,"acrylic / paper",112172,288,0.778378378378378,"Late","Major"
"1168","Christie's New York Rockefeller Center","New York","c58a707b3ade492785ad4bd979f2be00","post-war & contemporary day sale session ii 05/14/2015","Philip Guston","Untitled",52823,1,42258,426.9744,1960,0.951690821256039,"05/14/2015",0.8,439779,3,375621,55,0.814102564102564,480667.729068955,454107.468481235,2.13228889638222,2.39795154774447,"ink / paper",298001,80,0.776699029126214,"Late","Major"
"1169","Christie's New York Rockefeller Center","New York","779bbf15f48c4bdba0522af1ec0e08ad","post-war & contemporary day sale session ii 05/14/2015","David Hockney","Roland Petit",46220,1,26411,233.75,1975,0.953301127214171,"05/14/2015",0.801526717557252,436094,2,375621,55,0.814102564102564,479694.26203991,454107.468481235,2.14244193750344,2.39795154774447,"ink / paper",199044,91,0.805309734513274,"Late","Major"
"1170","Christie's New York Rockefeller Center","New York","5c6084fe1f6b46dfa024f91c61f780d5","post-war & contemporary day sale session ii 05/14/2015","Milton Resnick","Untitled",50182,1,26411,1285.625,1964,0.956521739130435,"05/14/2015",0.804511278195489,428806,1,375621,55,0.814102564102564,477811.160340408,454107.468481235,2.16205222805442,2.39795154774447,"oil / paper",42658,32,0.727272727272727,"Late","Major"
"1171","Christie's New York Rockefeller Center","New York","69626d6076794946b62d845ba2ee0df3","post-war & contemporary day sale session ii 05/14/2015","Norman Bluhm","Alpheus",72632,1,36976,1728,1968,0.966183574879227,"05/14/2015",0.804347826086957,415483,3,375621,55,0.814102564102564,473653.498516508,454107.468481235,2.20469774518225,2.39795154774447,"acrylic / canvas",37447,81,0.835051546391753,"Late","Major"
"1172","Christie's New York Rockefeller Center","New York","8ca730f2fac6488ebe1b8c3c060e5bd8","post-war & contemporary day sale session ii 05/14/2015","Jules Olitski","11th Radical Love",39617,1,42258,3360,1972,0.977455716586151,"05/14/2015",0.8125,398725,2,375621,55,0.814102564102564,466408.316952233,454107.468481235,2.2773833518342,2.39795154774447,"acrylic / canvas",31275,89,0.801801801801802,"Late","Major"
"1173","Christie's New York Rockefeller Center","New York","ebf93fc5d45e4aa6a2c681fa59c2cba5","post-war & contemporary day sale session ii 05/14/2015","Sam Lewis Francis","Untitled",66029,1,52823,426.9744,1979,0.979066022544283,"05/14/2015",0.813793103448276,395682,5,375621,55,0.814102564102564,465471.865007561,454107.468481235,2.28700546158621,2.39795154774447,"oil / paper",112172,288,0.778378378378378,"Late","Major"
"1174","Christie's New York Rockefeller Center","New York","5aa087d8fd974b19bed13e9e41939579","first open contemporary art 09/21/2011","Robert Cottingham","Hi Ho",33218,1,16609,107.7444,1972,0.0623145400593472,"09/21/2011",0.75,23346,3,48214,175,0.729241877256318,18386.5765528369,82089.9673673879,2.10481940915428,5.8633549930471,"acrylic / paper",40912,20,0.714285714285714,"Early","Major"
"1175","Christie's New York Rockefeller Center","New York","9dde091dba3d4eb3bcedb596f31b9eac","post-war & contemporary morning session 11/15/2012","Adolph Gottlieb","Above & Below #2",107489,1,136408,720,1965,0.701408450704225,"11/15/2012",0.822033898305085,413008,3,335101,84,0.816326530612245,376295.306942419,345327.062673662,1.99496777074397,2.09273524815233,"oil / canvas",205428,100,0.869565217391304,"Late","Major"
"1176","Christie's New York Rockefeller Center","New York","a0d0255b28c34bc1b5f2a9761677299d","post-war and contemporary art morning session 5/18/2018","Hans Hofmann","Frolicking",0,0,848800,4294.83,1965,0.894666666666667,"05/18/2018",0.882352941176471,673958,4,488073,52,0.823529411764706,787204.752687839,624657.873065909,2.24699593217312,3.11750765126615,"oil / canvas",92413,156,0.816753926701571,"Late","Major"
"1177","Christie's New York Rockefeller Center","New York","2de50199f1954cb29acb8dc115db59a2","first open post-war and contemporary art 03/11/2010","Bob (Robert Louis) Thompson","Paris (2)",15872,1,11543,48,1961,0.947976878612717,"03/11/2010",0.854014598540146,65500,1,62046,103,0.856164383561644,118384.59658209,115115.737142158,5.22405302200313,5.39167813022714,"acrylic / board",42342,15,0.9375,"Late","Major"
"1178","Christie's New York Rockefeller Center","New York","457b5e2a5365407db4d4066a49e6c13c","post war & contemporary art afternoon sale 05/14/2009","Eva Hesse","Untitled",313077,1,176216,92.48,1967,0.694954128440367,"05/14/2009",0.333333333333333,58738,2,155772,77,0.809090909090909,0,142843.30987038,0,2.01924061875214,"ink / paper",63656,17,0.708333333333333,"Late","Major"
"1179","Christie's New York Rockefeller Center","New York","8db176b5150d449d9067dee6f8bdea98","post war & contemporary art afternoon sale 05/14/2009","John Wesley","Flood",29369,1,29369,900,1976,0.69954128440367,"05/14/2009",0.6,176608,2,155772,77,0.809090909090909,89092.0248332526,142843.30987038,0.260965222596729,2.01924061875214,"acrylic / paper",77855.5,44,0.771929824561403,"Late","Major"
"1180","Christie's New York Rockefeller Center","New York","0e9317864f86471096da3c53040b33e3","post-war and contemporary art morning session 05/09/2012","Josef Albers","Study for Homage to the Square",317573,1,191309,576,1961,0.542207792207792,"05/09/2012",0.857142857142857,401868,6,305403,90,0.860824742268041,420246.795747216,359356.195976196,2.40892212443284,2.58349170234165,"oil / masonite",327504,119,0.901515151515151,"Medium","Major"
"1181","Christie's New York Rockefeller Center","New York","2be5d075dcee4c3794ef1018e3d35e47","post-war and contemporary art morning session 05/09/2012","Josef Albers","Homage to the Square",238863,1,191309,576,1953,0.548701298701299,"05/09/2012",0.861538461538462,400498,6,305403,90,0.860824742268041,412801.906120149,359356.195976196,2.45984574934457,2.58349170234165,"oil / masonite",327504,119,0.901515151515151,"Medium","Major"
"1182","Christie's New York Rockefeller Center","New York","ae0adf290e5747e3a1fc3774eefdf351","post-war and contemporary art morning session 05/09/2012","Frank Stella","Mantenela I",1620664,1,1093196,14520,1968,0.555194805194805,"05/09/2012",0.850746268656716,397662,2,305403,90,0.860824742268041,409625.004803534,359356.195976196,2.49152937043686,2.58349170234165,"oil / canvas",189843.5,148,0.86046511627907,"Medium","Major"
"1183","Christie's New York Rockefeller Center","New York","fa6bc1be9f4e42189e8c68adf994a6a4","post-war and contemporary art morning session 05/09/2012","Robert Burns Motherwell","Mural Study",422520,1,273299,73.56,1974,0.571428571428571,"05/09/2012",0.847222222222222,450618,3,305403,90,0.860824742268041,447403.76750557,359356.195976196,1.99587855181218,2.58349170234165,"acrylic / canvas",134813,169,0.820388349514563,"Medium","Major"
"1184","Christie's New York Rockefeller Center","New York","b0cd10b0c4d24a1e9afdf3251b85254f","post-war and contemporary art morning session 05/09/2012","Robert Natkin","Green Ladder",13664,1,13664,5190.875,1964,0.668831168831169,"05/09/2012",0.882978723404255,412647,1,305403,90,0.860824742268041,409193.370152871,359356.195976196,2.15224423829617,2.58349170234165,"oil / canvas",8294,36,0.857142857142857,"Late","Major"
"1185","Christie's New York Rockefeller Center","New York","3ed25f677b81426baffb11237691ca6e","post-war and contemporary art morning session 05/09/2012","Helen Frankenthaler","Tournament",553704,1,437278,6936,1977,0.681818181818182,"05/09/2012",0.887755102040816,409004,3,305403,90,0.860824742268041,407013.268263004,359356.195976196,2.12285297771397,2.58349170234165,"acrylic / canvas",449321,124,0.892086330935252,"Late","Major"
"1186","Christie's New York Rockefeller Center","New York","fd5294726c3d43b7862308bb0432c562","post-war and contemporary art morning session 05/09/2012","Joan Mitchell","Allo Amlie",1437007,1,1639795,7900.75,1973,0.685064935064935,"05/09/2012",0.888888888888889,410649,1,305403,90,0.860824742268041,404937.195435616,359356.195976196,2.12042875904235,2.58349170234165,"oil / canvas",1209171,89,0.898989898989899,"Late","Major"
"1187","Christie's New York Rockefeller Center","New York","35405fa03cc34734a42b77c3f765ba47","post-war and contemporary art morning session 05/09/2012","Theodoros Stamos","Taygetos",153594,1,163979,4320,1958,0.691558441558442,"05/09/2012",0.891089108910891,423496,3,305403,90,0.860824742268041,412484.036473991,359356.195976196,2.0073644906391,2.58349170234165,"oil / canvas",55031,92,0.814159292035398,"Late","Major"
"1188","Christie's New York Rockefeller Center","New York","304221decfe54dffb5019388e8b39c60","post-war and contemporary art morning session 05/09/2012","Philip Guston","Untitled",35528,1,27329,427.5,1960,0.698051948051948,"05/09/2012",0.893203883495146,416182,3,305403,90,0.860824742268041,410535.346004153,359356.195976196,2.0304846555791,2.58349170234165,"ink / paper",298001,80,0.776699029126214,"Late","Major"
"1189","Christie's New York Rockefeller Center","New York","f871509cefda4cd2b04b908c8b7d53e3","post-war and contemporary art morning session 05/09/2012","Willem de Kooning","Untitled",219185,1,136649,613.36,1978,0.701298701298701,"05/09/2012",0.894230769230769,412089,5,305403,90,0.860824742268041,409898.415698356,359356.195976196,2.03884161957996,2.58349170234165,"oil on newsprint / board",629396.5,210,0.734265734265734,"Late","Major"
"1190","Christie's New York Rockefeller Center","New York","03ee8b8692a84c89a0fba8963c04dc78","post-war and contemporary art morning session 05/09/2012","Franz Josef Kline","Untitled",0,0,1093196,1063.5625,1951,0.707792207792208,"05/09/2012",0.89622641509434,406550,1,305403,90,0.860824742268041,407136.234171508,359356.195976196,2.06887659029013,2.58349170234165,"oil / canvas",202908,65,0.738636363636364,"Late","Major"
"1191","Christie's New York Rockefeller Center","New York","a0cb8629a9184333b3fc8cac67ad38a5","post-war and contemporary art morning session 05/09/2012","Jean-Paul Riopelle","Il. Ste. Marguerite",94561,1,114785,1601.25,1966,0.720779220779221,"05/09/2012",0.881818181818182,404581,3,305403,90,0.860824742268041,404109.8081886,359356.195976196,2.08204192357475,2.58349170234165,"oil / canvas",97934,30,0.731707317073171,"Late","Major"
"1192","Christie's New York Rockefeller Center","New York","531fede9e18e416497e45ad696377a77","post-war and contemporary art morning session 05/09/2012","Jean-Paul Riopelle","Untitled (Iceberg series)",47827,1,32795,147,1977,0.724025974025974,"05/09/2012",0.882882882882883,401417,3,305403,90,0.860824742268041,403051.651859111,359356.195976196,2.09505523315178,2.58349170234165,"oil / canvas",97934,30,0.731707317073171,"Late","Major"
"1193","Christie's New York Rockefeller Center","New York","fd5dbf99e34648f38235c2b8806cee1f","first open post-war and contemporary art","Hans Hofmann","COMPOSITION",12555,1,8267,136.6525,1961,0.329032258064516,"03/11/2009",0.707317073170732,32669,3,33865,83,0.748031496062992,30464.8432901666,28003.5257413169,1.87879889976733,1.88596421952763,"oil / paper",92413,156,0.816753926701571,"Early","Major"
"1194","Christie's New York Rockefeller Center","New York","3877e3d3ab51430da904ddbfadb299b8","first open post-war and contemporary art","Hans Hofmann","COMPOSITION",10334,1,7086,139.56,1961,0.335483870967742,"03/11/2009",0.714285714285714,31998,3,33865,83,0.748031496062992,30108.3828217141,28003.5257413169,1.93198195160679,1.88596421952763,"oil / paper",92413,156,0.816753926701571,"Medium","Major"
"1195","Christie's New York Rockefeller Center","New York","69e945c25d8540b0881beec2d0aa2337","first open post-war and contemporary art","Hans Hofmann","No. 2 Blue and Pink with Spots",14763,1,17716,432,1962,0.348387096774194,"03/11/2009",0.727272727272727,32167,3,33865,83,0.748031496062992,29609.9613592172,28003.5257413169,1.89683286557519,1.88596421952763,"oil / paper",92413,156,0.816753926701571,"Medium","Major"
"1196","Christie's New York Rockefeller Center","New York","2f3f4134525f4ee3ac6272324d0d20aa","first open post-war and contemporary art","Al Held","B SERIES #14; B SERIES #15",8858,1,5905,1584.1,1968,0.354838709677419,"03/11/2009",0.733333333333333,31640,1,33865,83,0.748031496062992,29267.0723724209,28003.5257413169,1.94666796033837,1.88596421952763,"ink / paper",26982,27,0.9,"Medium","Major"
